0.	0.7131639144434772	0.8142207566861885	0.	0.
0.01	0.7368483468681699	0.7971737938218442	1.7763568394002505e-15	-2.220446049250313e-15
0.02	0.7601705305952877	0.7793654982061597	-1.7763568394002505e-15	0.
0.03	0.7831050785409439	0.7608118380905688	1.3322676295501878e-15	0.
0.04	0.8056270810997708	0.7415295369889088	-8.881784197001252e-16	1.7763568394002505e-15
0.05	0.8277121155823721	0.7215365323271783	8.881784197001252e-16	-3.552713678800501e-15
0.06	0.8493365563789075	0.7008505927983815	0.	1.7763568394002505e-15
0.07	0.8704771770604669	0.6794914232066049	-8.881784197001252e-16	-3.552713678800501e-15
0.08	0.8911112223776199	0.6574787791060848	-8.881784197001252e-16	-3.1086244689504383e-15
0.09	0.9112168495910264	0.6348342361361539	-1.7763568394002505e-15	0.
0.1	0.9307726230250646	0.6115792995161908	-1.7763568394002505e-15	-1.3322676295501878e-15
0.11	0.9497577748654873	0.5877365661027465	-1.7763568394002505e-15	4.440892098500626e-16
0.12	0.9681523013820872	0.5633297670754542	1.7763568394002505e-15	-4.440892098500626e-16
0.13	0.9859364388926535	0.5383824160299318	5.329070518200751e-15	-1.7763568394002505e-15
0.14	1.003091451222522	0.5129198457033812	8.881784197001252e-16	-4.440892098500626e-16
0.15	1.0195989909377436	0.48696765925890073	3.552713678800501e-15	1.3322676295501878e-15
0.16	1.0354417619856653	0.46055276570763937	3.552713678800501e-15	-2.6645352591003757e-15
0.17	1.0506027267712037	0.43370232878840165	1.0658141036401503e-14	-8.881784197001252e-16
0.18	1.0650656453362926	0.40644447519754223	3.108624468950438e-14	-6.661338147750939e-15
0.19	1.0788152590938376	0.37880828737498584	8.615330671091215e-14	-1.6431300764452317e-14
0.2	1.09183601365189	0.3508230902203502	2.0961010704922955e-13	-4.196643033083092e-14
0.21	1.1041139918616114	0.32251956420793704	5.124789481669723e-13	-1.0613732115416497e-13
0.22	1.1156353322311183	0.29392898160918857	1.1688428003253648e-12	-2.426947531830592e-13
0.23	1.1263878249990817	0.2650834243712994	2.582822844487964e-12	-5.46229728115577e-13
0.24	1.1363587836378688	0.23601582235044005	5.53423973315148e-12	-1.2028156248788946e-12
0.25	1.145536751091167	0.2067598578679144	1.1481482431463519e-11	-2.5273116932567063e-12
0.26	1.1539108603379882	0.17735007101090727	2.3156587758421665e-11	-5.154543458729677e-12
0.27	1.1614712643793332	0.14782172812523608	4.546940601812821e-11	-1.0229372904291267e-11
0.28	1.1682077323765316	0.11821129964185484	8.712408572364438e-11	-1.974309604690916e-11
0.29	1.174111774264432	0.08855580056274137	1.631503820931357e-10	-3.718514385298022e-11
0.3	1.1791749950594772	0.0588934730241617	2.9907187837352467e-10	-6.840061850255097e-11
0.31	1.1833903042156884	0.02926280438793638	5.374038991590169e-10	-1.2310508168411616e-10
0.32	1.1867506481121195	-0.00029621601875551296	9.478151596908901e-10	-2.1701196395440547e-10
0.33	1.1892497201748053	-0.02974257172854644	1.6426735527375058e-9	-3.751303712107301e-10
0.34	1.1908819880079848	-0.05903453280719195	2.800496723409651e-9	-6.365292737342543e-10
0.35	1.1916426072782036	-0.08812960778134715	4.701054656663928e-9	-1.0611697076612359e-9
0.36	1.1915270319485032	-0.11698320509539994	7.777007482445697e-9	-1.7395285212273848e-9
0.37	1.1905316798340868	-0.1455506944746081	1.2689308270807942e-8	-2.805880083833756e-9
0.38	1.1886535074115576	-0.1737856642725728	2.0435881431524194e-8	-4.456266466945635e-9
0.39	1.1858898741475024	-0.20164148747763966	3.2506907388096806e-8	-6.9723459228399065e-9
0.4	1.1822388623225608	-0.22906937587246257	5.110437850674998e-8	-1.0752173040806667e-8
0.41	1.1776990023509848	-0.25601971662082057	7.944998170472672e-8	-1.6349087417211194e-8
0.42	1.172269500962667	-0.28244128471984986	1.2221283807178906e-7	-2.4519195784833414e-8
0.43	1.165949912575666	-0.3082818312228961	1.8609910945599495e-7	-3.6277188586453235e-8
0.44	1.1587400402693344	-0.333487807208659	2.806581376191275e-7	-5.295840266317242e-8
0.45	1.1506409291478858	-0.35800354507052257	4.193765281712558e-7	-7.628249854008118e-8
0.46	1.1416538421019737	-0.38177278358349964	6.211519290033607e-7	-1.0840953235113915e-7
0.47	1.131778534052156	-0.40473649153512303	9.122646105197418e-7	-1.5197246305831413e-7
0.48	1.1210177714327267	-0.4268355649883009	1.328997163874135e-6	-2.1006052475236459e-7
0.49	1.1093731024635822	-0.44800804756818136	1.9210917523437843e-6	-2.8611210600715253e-7
0.5	1.0968465628589668	-0.46819053329958993	2.756284067650938e-6	-3.8365624144276467e-7
0.51	1.0834401692189122	-0.48731778533322756	3.926211209481778e-6	-5.0581076238565e-7
0.52	1.0691564252942864	-0.5053226466530991	5.554062386892156e-6	-6.544045276779542e-7
0.53	1.0539971155620709	-0.5221358016507205	7.80442438674811e-6	-8.285329637924832e-7
0.54	1.0379647847330746	-0.5376865065703172	0.000010895876546790362	-1.0222813829896538e-6
0.55	1.0210608880962848	-0.551901948907193	0.000015116997884589978	-1.2212388417198738e-6
0.56	1.0032870440011994	-0.5647051530886324	0.0000208465930580104	-1.3972901981018637e-6
0.57	0.9846435831697544	-0.576019768279253	0.000028579073537926547	-1.5009956869649344e-6
0.58	0.9651307796372208	-0.5857656060398984	0.00003895611709126001	-1.4505889129878824e-6
0.59	0.9447477033708678	-0.5938605380520666	0.000052805870350169926	-1.116351898589052e-6
0.6	0.9234921949545107	-0.6002201665289334	0.0000711911553086253	-2.9866828699098846e-7
